Date,Company,Location,Title,Role Summary,Responsibilities,Skills / Desired Characteristics,Min Qualifications,Preferred Qualifications
8/9/2014,Apple,"Santa Clara Valley, CA",Technical Writer,"Apple’s Silicon Engineering Group is looking for an energetic, highly motivated technical writer to support a variety of key internal projects.

The successful candidate will work closely work closely with engineers designing chips at the core of future Apple products, producing and publishing the technical specifications used by internal hardware and software teams. The job involves creating, editing, and publishing technical documents, providing support for engineering reviews, and managing the documentation repository and other technical infrastructure. This person is expected to be able leverage experience and good judgment to continuously drive documentation and process improvement across multiple, simultaneous projects and systems.

",,"Preferred 3+ years of computer hardware-related technical writing experience
Good engineering/technical background and knowledge a must
Demonstrated ability to write documentation that is clear, concise, consistent, and accurate
Quick learner- concise communicator
Expert attention to detail, organizational skills
Expert in the use of word processing and desktop publishing software
Ability to create illustrations and diagrams
General knowledge of web technologies and scripting",BS/BA degree required in Engineering or another related degree.,
8/10/2014,Eventbrite,"San Francisco, CA",Technical Writer,"The Eventbrite product team is looking for a technical writer who will help us scale knowledge and efficiency across our team, organization, and developer community. We’re growing our team at our headquarters in San Francisco, while also adding technical team members to other offices across the globe, so our new Technical Writer will be instrumental in making sure that internal Eventbrite employees and external developers have the tools required to be successful with Eventbrite’s products and services.","Work with teams across the organization to own and maintain Eventbrite’s internal technical documentation.
Write and maintain the public documentation in Eventbrite’s Developer Center that supports Eventbrite’s API.
Edit, clarify, and proofread documents written by others, and coach non-writers on ways to improve their writing skills.
Continue to build Eventbrite’s brand as an engineering leader by contributing to our Engineering Blog (http://engineering.eventbrite.com) and working with other teammates on their contributions.
Collaborate with the Product Marketing team to add helpful, yet delightful, in-product content and instructions.",,"BA/BS degree in a technical field or equivalent practical experience.
3 - 5 years experience in a technical role with experience documenting SaaS applications, security, or enterprise client/service software.
Experience delivering and managing collaborative projects that involve many teammates and parallel timelines -- if experience is in collaborative documentation, even better!
A passion for technology and startups.
A track record of improving existing styles and processes.
Experience with source control software such as GitHub.
An ability to read code and write your own code examples.",
8/7/2014,LivePerson,Ra'anana - IL,UI Designer,,"Work in tandem with UX experts.
Effectively deliver creative pieces for the projects at hand and follow up design QA.
Coordinate with team members to guarantee consistency on the visual language.
Conduct competitive research, and updates current design trends and techniques.
Actively contribute to ongoing creative team activities and projects.
Our team is responsible on the creation and maintaining the product user interface
The LP UXI team works closely to the whole product and R&D team
","5+ years' experience Intermediate skills in Microsoft, word & excel, as well as Google docs Counterparts
Great experience with User Interface design.
Excellent written & oral communication skills with proven ability to collaborate with both internal & external clients.
Experience with graphic design software: Photoshop, Illustrator.
Basic programming skills: Css, Html5: a plus.
Self-motivated with the ability to take direction and work independently with little supervision.
Organizational - ability to handle multiple responsibilities and still focus on the priority tasks.
Strong follow up skills - follow up may entail contacting both staff & clients.",,
8/7/2014,Zoosk,"San Francisco, CA ",UI Designer,"As a User Interface Designer, you’ll collaborate with other designers and work alongside the CEO and product team to develop your creative vision into a wonderful user experience. You’ll also be able to watch the results of your designs and respond to them with changes in our fast, iterative environment.
","- Create usable, beautiful visual designs for web and mobile applications
- Articulate design decisions to the CEO and the product team, and collaborate to iterate on designs
- Come up with new ways to enhance the user experience across all platforms
- Collaborate with content strategy and interaction design to create whole experiences
- Tackle complex product problems and solve them creatively","- A highly collaborative approach, both with other designers and with stakeholders
- A strong online portfolio
- Good time management skills3+ years experience designing for web and mobile
- Ability to work from wireframes Experience owning a product creatively and seeing it through to the end (and beyond)",,"- Draw more than just stick figures
- Are curious about coding
- Like Helvetica Neue
- Know something about animation
- Want to work in an environment where weirdness is a valued attribute
- Is this you? Show us your portfolio!"
8/9/2014,Amazon,"Seattle, WA",UI Designer,"We are the Amazon WorkSpaces team (http://aws.amazon.com/workspaces/). We aim to bring a desktop experience to modern form factors (mobile, desktop) with a native experience for end-users and a simple way to provision and manage these desktops.

Amazon WorkSpaces is seeking a talented visual designer to help us design the end to end user experience. Come be part of a new business and service for Amazon Web Services (AWS)!

Candidates must provide a strong online portfolio that demonstrates superior visual design skills for Web-based applications and translating creative concepts into high-quality design deliverables. Candidates must have a strong individual sense of aesthetics and be able to bring cool, stylish, high-quality design concepts to the table.","• Create visual designs for the WorkSpaces clients across Windows, Mac, Kindle, iOS and Android
• Design WorkSpaces web pages and email templates
• Provide “production-ready” graphics files for implementation.
• Help develop the UI style guide and create design specs.
• Participate in usability tests and user research phases.

",," Minimum 3-5 years industry experience providing visual design solutions for Web and software applications
• A strong online portfolio demonstrating a critical eye for typography, layout, and color
• Ability to work with highly technical teams and handle multiple projects in a fast-paced environment
• Fluency in best practices for Web design and user-centered design principles
• Strong interest in the user's everyday needs and being an advocate for all users
• Bachelor's degree in graphic design, Web design, or other equivalent professional experience","Great attitude and the ability to handle change
• Coding skills are not required but can be helpful"
8/9/2014,iwantmyname,"Wellington, New Zealand",UI Designer,"What we’re looking for is someone to completely take control of the iwantmyname UI design team, which for the time being will solely consist of you, with some help from our developers. Providing an amazing user experience is one of the most crucial aspects of our business, so it can’t be understated how important you will be to our success.
",,"We're looking for somebody who:

can design user interfaces for web applications
understands user-centered design, web and mobile standards, as well as usability and accessibility
has a good grasp of product design and requirements
works autonomously and without supervision

And if you really want to razzle-dazzle us, tell us about your:

past work on UI/UX designs
front-end development chops
knowledge of domains, DNS and related topics
favorite design tools
interesting ideas we haven't thought of yet",,
8/10/2014,Zendesk,"Dublin, Ireland",UI Designer,"If you are a passionate designer interested in helping us visualize the future of Zendesk mobile products, we would like to hear from you. You will be part of the product design team working closely with product managers and developers to grow concepts through design exploration, ideation and user validation. ","Participate in product design and discussions that take concepts through to production.
Have a love for beautiful software and are capable of designing products that are both obvious and delightful to use.
Care about the little things and have great attention to detail.
Comfortable experimenting and iterating on ideas. 
Articulate ideas to the wider mobile team, welcome criticism and defend design decisions for the good of the product.
Effective working in a collaborative, agile environment.
Create pixel-perfect mocks for new features
",,"3+ years experience
Familiar with technical challenges on iOS and Android.
Proven expertise turning complex business problems into simple and engaging products
Strong command of visual design, interaction design and information architecture with a mind for simplicity.
Capable of communicating and prototyping interactions rapidly at all levels of fidelity.
Deep knowledge of mobile UI patterns
A propensity for experimentation
* An online portfolio and links to apps you designed in the app store are required

",
8/7/2014,Idean,"Palo Alto, CA",UI Developer,"We require you to believe that you can change the world by implementing unique user experiences. You deliver what you promise and exceed expectations. You’re creative and positive when working as a part of our specialist team, but you can also take responsibility independently. You understand the importance of user experience and its implications on website development. You're a top-level JavaScript hacker who is comfortable with different JavaScript libraries. You’re familiar with user-centric design processes on a practical level, and with your development skills you are able to implement the concepts and complex services designed with our UX experts into perfectly functioning, responsive, high-performance websites. ","- Independently architect and develop websites to modern standards with HTML5 with our team of designers.
- Show strong experience with Javascript/jQuery, HTML, CSS, preprocessors such as SASS or LESS, and Javascript frameworks like Angular or Backbone.
- Work in constant dialogue with our design team to fulfill all the design requirements.
- Work independently or with a group of developers either on-site with a client or at our office.
- Consult our customers and partners, and find the best solutions to even their most demanding needs.
- Build durable co-operation with our customers and always act in their best interest.
- Support our sales and production teams.","- 2-4 years of experience
- Portfolio that represents a range of developed websites.
- Strong knowledge of website development.
- Passion for emerging technologies and hunger to innovate.
- Excellent written and verbal communications skills.
- Strong organizational skills and an attention to detail.

You’re able to keep deadlines in a changing working environment. You work well under pressure. We offer you an opportunity to join us in creating the future of user experience: digital services & products that change the world. 
",,
8/9/2014,Trunk Club,"Chicago, IL",UI Engineer,,"Rapidly prototyping web interfaces on TrunkClub.com and our internal apps

Coordinating with UX, IxD and others to realize new product experiences

Building single-page applications using tools you’ve probably never heard of

Writing code with CoffeeScript, SASS, Handlebars, Mocha, Sinon and Chai

Managing code using GitHub and CI with push-button simplicity

Collaborating with product management, other engineers and stakeholders

Hack Days allow teams to innovate and work to move work into roadmaps

Focus Fridays allow individuals time to innovate and stay sharp

Stretching into full-stack development using Ruby and Sinatra","You’re passionate about creating beautiful experiences

You launch quickly, make data-driven decisions, and iterate quickly

You have deep empathy for customers and internal users

You seek feedback sooner rather than later

You A/B test everything

You're looking to contribute not just to our customer experience, but to our culture and company roadmap

You love working collaboratively

You’re comfortable giving feedback and receiving constructive criticism

","Strong understanding of HTML5 and semantic markup

Strong understanding of the DOM and UI design patterns

Experience with MVC frameworks (Rails, Django, CodeIgniter, etc)

Familiarity with and exposure to at least several JavaScript libraries

You’ve built mobile-first, responsive websites

Reactive programming a plus",
8/6/2014,MindJet,"San Francisco, CA",UI Software Engineer,"As a UI Software Engineer you will be working within our engineering team on Mindjet’s cloud-based product Spigit Engage. The UI Software Engineer position gives you an exciting opportunity to play a critical role delivering high quality technical support, maintaining the Engage product, while showcasing your cutting-edge technical skills, talent, and experience.
The UI Software Engineer will contribute to all aspects of design, implementation, development, and bug fixing. You will employ best practices to ensure high-quality, maintainable, and extensible code.","Acquire and maintain knowledge of the diverse technologies that make up the product, performance tune, understand and potentially refactor code components.
Design features and components in Mindjet products in the Engage engineering team.
Write high quality and high performance Engage source code following coding guidelines, best practices, and design patterns using JavaScript and SQL.
Research and fix bugs in source code, perform necessary maintenance, performance improvements, source code refactoring.
Collaborate with other developers, participate in feature brainstorming sessions, and participate in pair development.
Collaborate with Produce, UX, server engineers, quality assurance, release engineering, and localization teams.
Write unit tests to test functionality of Mindjet products.
Assist product management and technical support team with customer issues.
Learn functionality and architecture of major Mindjet products.
Use integrated development environment to write source code.","The successful candidate should be able to demonstrate proficiency with modern web technologies including JavaScript (jQuery, jQuery UI, AngularJS), CSS, HTML, and template-engine. In addition the successful candidate must be experience in adhering to coding guidelines, best practices, and internal development processes.
 
Strong software product development experience using object oriented design principles.
Strong, clear written and verbal communication skills.
Commitment to excellence and ability to work with other team members.
Capacity to thrive within a high-energy fast-paced environment.
Solid experience solving cross browser compatibility issues.
Good understanding in JSP, Java, and MYSQL.
Experience within enterprise software.","Bachelors (or higher) Degree in Computer Science
3+ years of front end engineering experience.",
8/27/2014,Kayak,"Cambridge, MA",UI/Front End Designer,Looking for a cutting-edge web designer who can help us redefine the online travel experience. Good candidates will be extremely creative and well organized. Fingerspitzengefühl a plus.,"Define how customers interact with KAYAK's website
Brainstorm, research, wireframe, design and refine user experiences
Work closely with engineers to prototype and build new features
Define and run usability sessions with consumers
Implement designs using JavaScript, CSS and HTML
",,"3 years experience in web design
Exceptional design skills with an eye for detail
Photoshop warrior (and a good working knowledge of Illustrator)
Hands-on experience with CSS and Dynamic HTML (some coding necessary)
Passionate about travel
Strong organizational skills
Portfolio is required for consideration
",
8/7/2014,Airware,"San Francisco, CA",UI/UX Designer,"Design functional, efficient, and innovative web interfaces to manage commercial drone systems and operations.

Airware’s next-generation commercial drone platform extends beyond flight-related hardware and software. Giving drone operators online access to data, video, and images is a critical element of transforming drones from flying robots into viable business tools. Our UI/UX Designer will work with engineers to create functional, beautiful, and tightly-integrated web, desktop and mobile interfaces from concept to storyboard through deployment.","Work with our product and engineering teams to design and implement an interface for laying out and executing a flight plan 
* Design a web interface for operators to interact with data, video, and images from flights 
* Improve user experience by focus-testing customers
"," Strong UI/UX design portfolio highlighting Responsive Design, design-in-the-browser and Mobile-First principles 
- Experience in HTML5/CSS/JavaScript 
- Web App UI development 
- Data Visualization/Charting 
- Solid Photoshop skills",," Desktop UI design 
- Mobile app design 
- NodeJS"
8/9/2014,Double Helix,"Irvine, CA",UI/UX Designer,"As a User Interface designer at Double Helix, we want you to design and develop user interface styles, structures and flow that integrate deeply and seamlessly with game systems and complement the overall art aesthetic of your game."," You are an artist, first and foremost, and strive to create beautiful and emotionally evocative art
· Passionate about the end-to-end game experience and can devise interface schemes and styles that heighten rather than distract from the user experience
· Understands game system design and can design and implement logical screen flows
· Avid gamer who loves to play, dissect and debate games anywhere on a variety of platforms and formats
· Up to date on contemporary trends in typography, color, iconography, layout and design of UI in a variety of commercial formats
· Presents information with sleekness and elegance
· Shapes and develops basic concepts with inventive aesthetic sensibilities
· Enjoys working with partners across multiple disciplines to design and implement
· Knowledgeable and flexible enough to dive into a wide variety of game genres and platforms",,"· Art-centric, but loves everything that contributes to a game’s experience
· Constantly working to improve art knowledge and skillset
· Exceptional communication skills and strong collaborative spirit
· Expert with 2D and motion graphics software; strong skills in 3D art creation
· Minimum of 3 years of experience in an UI/UX role
· Has shipped at least two games on PC, console or mobile platforms
· Portfolio that demonstrates style range, creativity and craftsmanship

","· Bachelor’s Degree in Art or in related field
· Works effectively across all game disciplines
· Knowledgeable about game industry trends and art techniques"
8/13/2014,Foursquare,"New York, NY",UI/UX Designer,"Foursquare is seeking a passionate, curious, and thoughtful designer to join our Product Experience & Design Team. We believe we're changing the way people experience the world around them, and we want someone who's eager to play a huge role in defining how. We work as a tight, cross-disciplinary team, so you need to feel comfortable working closely with a variety of teams, as well as your fellow designers, to evolve the product and the brand across our mobile clients.

The designer we’re looking for is fluent in current UI & UX best practices, and also knows exactly when to throw them out the window and blaze a new trail. You’ll be involved in every aspect of the product development process – from brainstorming the next feature – to tweaking pixels right up to code freeze if necessary. 

You never make a design decision without considering the impact on the overall experience. You're comfortable quickly iterating your way to a final, well-thought-out solution. You know how to articulate the rationale behind every design decision you make, and you know how to ask the right questions. You also know how to toe the line between practical and playful.","Work closely with our Engineers, Researchers, Product Managers, Copywriters, and Designers to define the best approach to a problem
Create the right documentation for the task at hand, ranging from a sketch on a whiteboard to an annotated mockup that a developer can run with
Pivot between contributing to high-level product decisions – and understanding the low-level implications of those discussions
Help establish and reinforce consistent design patterns
Give and solicit feedback from your fellow designers in order to constantly raise the bar",,"3+ years designing experiences across multiple platforms (and a portfolio that reflects it)
A genuine understanding of the location-based services space
Ability to empathize with a variety of different kinds of users
Functional understanding of the technology that makes what we do possible
A portfolio that includes self-started personal projects for which you had complete creative control. It could be an app, website, blog, etc. but it should be something where you were able to realize your vision.
Passion and ideas about where the Foursquare product can go
Hands-on experience designing mobile interfaces",
8/18/2014,Zillow,"San Francisco, CA",UI/UX Designer,"HotPads.com (a Zillow company) is one of the most trafficked rentals housing search destinations on the web with millions of people using the site each month. To continue to be an impressionable leader in this space, good user-centered design is imperative. ","Responsible for proposing a variety of UX and graphical design work for a given project
Pitching your work to different stakeholders and putting the finishing polish on the elected designs
Iterate quickly and provide multiple design approaches
Work collaboratively across all the different HotPads teams",,"At least 3 years of hands-on web site design experience
A BA degree in Information Design, HCI or related field
Great attention to detail and an eye for graphical design work
Photoshop and Illustrator expertise and ability to prototype rapidly
Thrive in a fast-paced, collaborative environment and has strong presentation & collaboration skills 
Ability to create and design a consistent experience across multiple features 
Must be able to effectively self-manage numerous projects at any given time 
Sample deliverables include: wireframes, high-fidelity screen shots, interaction flows, design specs, etc 
Strong knowledge of desktop web, mobile web and mobile web app usability patterns and best practices
Ability to craft a great user experience with simple, intuitive interfaces
Please include a link to your online portfolio or samples of your work in either your resume or cover letter

",
8/7/2014,EAT24,"San Bruno, CA",UI/UX Graphic Designer,"Hi, we're EAT24 and we need a UI/UX Graphic Designer to keep our mobile apps, websites, ads, and email campaigns looking sexy. That means we need you to have at least a few years of experience designing for web and mobile app UI/UX with a kick-ass portfolio to back it up. Ideally you also have some understanding of business strategies and user research, as well as an ability to play well with others and adapt to specific styleguides.",,"-2-4 years prior work experience with UI/UX design for web and mobile applications
-Work closely with the product and development team on the native iOS and Android applications to help create new products and refine existing ones.
-Must be fluent with common design software (Illustrator, Photoshop, InDesign, etc).
-Contribute to the design of ad campaigns, marketing emails, print materials, etc.
-Effective time management skills to balance project schedules and fast-paced deadlines.
-Ability to interpret and extend existing brand and product guidelines in the context of developing new experiences.
-Fast and flexible work style with ability to communicate well and troubleshoot issues
-Eat, sleep, and breathe our style guidelines
-HTML/CSS coding a plus",,
8/9/2014,Yahoo,"Sunnyvale, CA",User Empathy Program Manager,"Our mission at Yahoo is to make the world’s daily habits more inspiring and entertaining.  The UX Research Team is committed to championing a human-centered design process that bridges the gap between our users, designers, product managers, and engineers to generate empathy and identify opportunities to improve our product experiences.

","     Provide overall program management for Yahoo’s corporate user empathy program on a global scale
·         Plan, design, and execute small- and large-scale user empathy events multiple times each quarter spanning all Yahoo products used by Yahoo consumers, advertisers, and employees
·         Coordinate activities of a cross-functional working group, including marketing, facilities, and IT to achieve a high-level of employee satisfaction with empathy events
·         Develop effective relationships with cross-functional product leaders in product management, design, and engineering to plan, communicate, and advocate for empathy events and act on the results
·         Report program accomplishments and participation rates on a quarterly basis to corporate executives
 "," Experience designing activities that expose product teams to their end users to generate empathy and identify opportunities to improve product experiences
·         Large group workshops design and facilitation skills
·         Experience teaching non-researchers best practices for executing a variety of UX research techniques in a fun and engaging manner
·         Deep experience designing and executing qualitative research in a product development context
·         Exceptional formal and informal communication skills
·         Razor sharp attention to detail, highly organized, ability to accurately set and consistently meet commitments and deadlines
·         Success motivating teams to prioritize and act on insights to improve product experiences
·         Minimum of 7 years experience leading design research activities throughout the product design and development process
·         Advanced degree in Cognitive or Experimental/Social Psychology, Cognitive Science, Human Factors/HCI, Anthropology, Design, or related area
",,
8/9/2014,Google,"Mountain View, CA",User Experience (UX) Program Manager,"Google's projects, like our users, span the globe and require managers to keep the big picture in focus. As a Program Manager at Google, you lead complex, multi-disciplinary projects. You plan requirements with internal customers and usher projects through the entire project lifecycle. This includes managing project schedules, identifying risks and clearly communicating goals to project stakeholders. Your projects often span offices, time zones and hemispheres, and it's your job to keep all the players coordinated on the project's progress and deadlines.

The User Experience (UX) Program Manager coordinates the work of UX Designers, Researchers, Product Managers, and Engineers. In this role, you’ll combine expert project management skills with a passion for user experience to help your team improve the designs of products that are used by billions of users. You’ll work cross-functionally and collaborate with managers, designers and engineering teams to plan projects, define milestones, assign resources, assess risks, and help projects meet deadlines. As a UX Program Manager, you will also manage all project-related communications to team members, executives and other stakeholders. You are a master planner and a flexible project manager who can balance multiple projects that often span continents.","Understand strategic priorities and work with designers and researchers to make the most impact possible under tight schedules.
Collaborate with and support designers and researchers in delivering work in a way that builds trust with engineering, product management and executives.
Identify team needs with regards to process, tools, documentation, etc., and implement or drive required changes to make sure designers and researchers are working at optimum efficiency.
Lead or collaborate with UX team leadership in key project decision-making, including: requirements gathering, scheduling, resource allocation, and coordination of teams and approval processes.
Provide clear communication to cross-functional team leads and senior management regarding project status, resource requirements, issues, and priorities. Proactively identify risks, prioritize them, and create plans to resolve in a timely manner.
",,"BA/BS or equivalent practical experience.
5 years of experience managing interactive, design, or creative projects. Mobile experience.","Proven ability to multitask, analyze opportunities, define successful approaches, and proactively solve problems.
Thorough knowledge of user-centered design, iterative development processes, and usability principles.
Working knowledge of project management software. Proficient with spreadsheets and Google Docs.
Strong familiarity with design tools, graphic formats and user interface technologies.
A strong sense of focus and excellent attention to detail while working in a very fast-paced environment."
8/9/2014,CFA Institute,"Charlottesville, VA",User Experience Architect,"The User Experience Architect will combine future vision with concrete planning to lead initiatives solving organizational challenges and develop innovative online experiences with internal and external partners. This position envisions, researches, and communicates user experience capabilities for global CFA Institute customer-facing web properties and applications. The incumbent will collaborate with key technology, business, channel, and agency partners to chart the path ahead, synthesizing emerging UX/UI practices, current experiences, and future vision. 
This position is part of a user experience team also comprising interaction designers and a web analyst. It will be headquartered in Charlottesville, Virginia and will be supported by the Manager, Web Content and User Experience.
 ","Develop and iterate a multi-year user experience roadmap for CFA Institute owned media, supporting organizational strategy and customer journeys. Actively demonstrate broad creative, strategic, and thought leadership while communicating a compelling vision for the future. Lead roadmap strategy, creation, adoption, and measurement.
 
Maintain a current knowledge of the evolving digital landscape. Research and analyze new technologies, trends and innovations. Interpret consumer research and analytic data. Conduct formal and informal research to generate explicit user requirements for the online channel.
Lead exploration of potential new capabilities, informed by personal expertise in global digital practices, localization, and multi-lingual. Develop concepts through collaboration with business, customers, product strategy. Champion emerging technologies and new capabilities. Obtain support for their introduction, initiating internal discussions and innovation.
Propose logical sequence for addressing priority customer needs and opportunity areas.
Establish, measure, and monitor customer engagement benchmarks, including those related to website usage.
Maintain a robust understanding of organizational product and service offerings. Connect and communicate the impact of new ideas to existing customer experiences and business processes. Serve as an internal sounding board for user experience concerns.
Convey business strategy as it pertains to a website or product by conducting collaborative workshops, consulting, reporting, and creating pertinent deliverables. Communicate using user scenarios, personas, storyboards, competitive analysis to inform product strategy.
Create business-friendly visuals and analysis that clearly present research findings and recommendations.
Develop and champion corporate usability standards.",,"Bachelor's degree in interaction design, human-computer interaction, or related subject, master’s degree strongly preferred.
Minimum of 5-7 years of experience in working with complex websites and applications in a global environment. Recent background may include roles in user experience, market research, analysis, or as a product owner or manager.
Proven experience growing a web channel, including increased engagement and conversions
Strategic thinker with ability to envision new ideas based on experience, market intelligence, and organizational strategy.
 Understands and accounts for multi‐channel needs, including usability and accessibility standards. Familiarity with WCAG 2.0 a plus.
Proficient using design tools like Visio, InDesign, and Illustrator as well as standard office software
Proven ability to drive collaboration among many different people and functions.
Experience synthesizing UI design, IA, site structure, visual design, content strategy, usability research, and testing to create compelling user experiences.
Adept at determining key customer needs and concerns developing customer-centric solutions
Able to build strong relationships and bridge the technical and business worlds.
Strong relationship and vendor management skillset with excellent communication and conversation facilitation
Creative ability and technical competence. Extremely strong critical thinking skills for analyzing and synthesizing multidisciplinary, complex problems.
Understands channel and industry trends including responsive web design, personalization, and localization
Proven ability to plan and execute user research, providing analysis and recommendations.
Work displays foundation in user-centered design methods and techniques.
Global cultural orientation and working experience
Excellent interpersonal skills including a professional and diplomatic demeanor
Ability to create new and unique ideas and an entrepreneurial spirit
Experience in project management, with skills necessary to interpret what is needed for the success of a project and to create appropriate schedules for timely delivery
Very high level of organizational and time management skills
Flexibility in competently juggling competing priorities and changing expectations
Excellent consulting, problem solving, and analytical skills
PHYSICAL REQUIREMENTS
Ability to handle confidential and sensitive information with a high degree of professionalism

TRAVEL REQUIREMENTS
Occasional travel for conferences, meetings, and events",
8/6/2014,Workiva,"Ames, IA",User Experience Copywriter,"Workiva is a rapidly growing software company that builds collaborative, cloud-based applications for businesses that create complex business reports. We are seeking a User Experience Copywriter who will emerge as a technical writing leader and partner within the User Experience and Knowledge & Education teams to produce clear and accurate written technical materials for our customers.  This role can be located in Ames, IA; Bozeman, MT; Scottsdale, AZ or Denver, CO.

Do you like to develop best practices when it comes to technical documentation?  Does consistency in a company’s how-to messaging motivate you?  Our User Experience Copywriter is a newly created role to help us shape the vision on the voice of our technical documentation for our customers.","This role identifies customer or products needs, supports the team on delivering technical information, and communicates technical information to product stakeholders. The User Experience Technical Writer collaborates with internal and external stakeholders to create text that increases user engagement and encourages the use of new products and features.  Essentially you will lead the team that provides excellent user/customer experiences from a documentation perspective.","Experience working in a lean UX/Agile environment

Experience leading a team through management and mentorship

Proven written, verbal, and listening skills; including 5+ years of technical writing and/or product documentation

Customer Focused Attention to Detail

Ability to negotiate, collaborate, and influence involved stakeholders

Successful experience in a cross functional team with cross functional objectives

Ability to adapt to changing priorities in a fast paced environment

B.S. or M.S. in Technical Writing, Human Computer Interaction, or related field (English or Journalism)

Ability to travel, approximately 10%",,"Proven experience in Human Computer Interaction and Technical Writing field within the software industry

Experience working with a geographically dispersed team
"
8/9/2014,Google,"Mountain View, CA",User Experience Design Intern,"Design and user experience (UX) are at the forefront of everything we do. The job of an Interaction Designer is to envision how people experience our products and bring that vision to life in a way that feels inspired, refined and even magical. In an Interaction Designer role, you’ll tackle complex tasks and transform them into intuitive, accessible and easy-to-use designs for billions of people around the world—from the first-time user to the sophisticated expert. Achieving this goal requires collaboration with teams of Designers, Researchers, Engineers and Product Managers throughout the design process—from creating user flows and wireframes to building user interface mockups and prototypes. At each stage, you will anticipate what our users need, advocate for them and ensure that the final product surprises and delights them.

You plan and execute the UI designs for assigned projects, sometimes taking the lead on moderately complex projects including designing the high-level flow and the detailed interactions of the project.","Help to define the user model and user interface for new and existing Google products and features.
Develop high-level and/or detailed storyboards, mockups and prototypes to effectively communicate interaction and design ideas.
Gauge the usability of new and existing products and make constructive suggestions for change.
",,"Currently pursuing a BS, MS or PhD in Computer Science or a related technical field.
Experience in at least two of the following: HTML, JavaScript, CSS.","Strong technical background.
Solid analytical thinker with excellent communication skills.
Strong, clean visual design sense
A design portfolio that demonstrates solid knowledge of web design principles."
8/9/2014,YouTube,"San Bruno, CA","User Experience Design Lead, Mobile","Design and user experience (UX) are at the forefront of everything we do. The job of an Interaction Designer is to envision how people experience our products and bring that vision to life in a way that feels inspired, refined and even magical. In an Interaction Designer role, you’ll tackle complex tasks and transform them into intuitive, accessible and easy-to-use designs for billions of people around the world—from the first-time user to the sophisticated expert. Achieving this goal requires collaboration with teams of Designers, Researchers, Engineers and Product Managers throughout the design process—from creating user flows and wireframes to building user interface mockups and prototypes. At each stage, you will anticipate what our users need, advocate for them and ensure that the final product surprises and delights them.

YouTube is seeking a creative design lead to join the User Experience team. We are looking for a senior designer with strong people management skills who can cooperate across functional lines to manage the product vision and guide the mobile UX team. The work is challenging, creative, fast paced and intellectually stimulating. YouTube mobile requires a harmonious experience across multiple platforms and product lines and creating this involves interactions with many teams. Knowledge of the strengths and weeknesses of many devices is essential. Join us and help lead the vision for the future of YouTube across mobile platforms.","Gain a deep understanding of user motivations, business objectives, market opportunities and competition
Work with product managers and engineers to create a vision for a seamless cross-platform experience that translates to the advantages across platforms
Lead design, storyboards, mockups, and experience prototypes to guide development where needed.
Collaborate across teams to rapidly incorporate user feedback, technical constraints, and market dynamics into your team’s output
Guide development to faithfully implement fantastic experiences on mobile, tablet, and TV. Inspire and manage a geographically distributed team of exceptionally talented designers",,"BA or BS in human-computer interaction or a related field 
or equivalent practical experience.  
6 years of experience in product, software or interaction design
3 years managing and leading a team","Experience designing or directing software development across mobile or interactive TV platforms
Excellent people management and leadership skills
Detailed and practical understanding of best practices in user experience design
Strong project management and implementation skills
A positive, enthusiastic attitude and the ambition to tackle the biggest problems in computing
Outstanding verbal and written communications skills with the ability to listen, articulate positions, and advocate for users
"
8/9/2014,Yahoo,"Sunnyvale, CA",User Experience Design Researcher,"On any given day you will be planning, conducting, analyzing, or presenting user research studies that utilize a range of different methods, including contextual field studies, participatory design sessions, and concept and user experience evaluations – maybe even create some new ones along the way. Your findings will help inspire and influence experiences that become a meaningful part of our users’ daily lives – including your own friends and family.

The ideal candidate will possess strong research skills and a track record of delivering research that influenced product and design strategy and execution. They will be skilled at translating research insights into actionable recommendations that directly address key product and design goals. Strong qualitative research skills across a variety of methodologies are critical for success in this role.  A strong team spirit, effective collaboration and experience working in cross-functional teams are required. A healthy dose of creativity, agility, and moxie will round out the ideal candidate.
",,,"   Graduate degree in Design, Human Factors, HCI, Cognitive Science, Psychology, Anthropology, or related field
·         Experience planning, conducting, analyzing, and presenting the results of UX research with various methodologies
·         Solid knowledge of social science and/or design research methods, and the ability to apply them to real-world practical problems by utilizing observation interviewing, and listening skills, experimental design principles, and field study design analysis
·         Interest in bridging the gap between how digital and mobile products are used by ordinary people and how they are built and developed by engineers
·         Insatiable curiosity about the why behind the what, a keen eye for spotting “a ha!” moments in the field and in the data, passion for all digital experiences, and a commitment to growing and developing as a researcher
·         Ability to work independently and flexibility to adapt to rapid change while keeping a positive attitude and an open mind"," Bonus points: knowledge of innovation/early stage design research methods, statistical analysis, and ability to work with “big data,” knowledge and experience with interaction design tools, and frontend Web development, and familiarity with usability lab and video recording equipment
 "
